group	index	message_id	japanese	machine_english_reference	professional_translation	translator_notes	control_signature	english_cpu_pointer	english_bytes	japanese_symbols
04	31	0x0431	<SPEAKER>「おおー! おおー!	<SPEAKER>Oooooh! Oooooh!			SPEAKER END	E9:774E	CC 4F 6F 6F 6F 6F 68 21 01 4F 6F 6F 6F 6F 68 21 C0	1CC 014 014 078 07A 001 014 014 078 07A 1C0
04	32	0x0432	"<SPEAKER>「さあ わかき 人間よ<WAIT><SPEAKER>「お前に めいよある
しごとを あたえてやろう<WAIT><SPEAKER>「なあに かんたんなことだ
この ひつぎを あけるだけだよ
さあ あけろ! あけるのだ!"	"<SPEAKER>Now then, young human.<WAIT><SPEAKER>I grant you the honor
of performing a simple task.<WAIT><SPEAKER>All you have to do is
open this coffin. Go on! Open it!"			SPEAKER WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE END	E9:775F	CC 4E 6F 77 01 74 68 65 6E 2C 01 79 6F 75 6E 67 01 68 75 6D 61 6E 2E C5 CC 49 01 67 72 61 6E 74 01 79 6F 75 01 74 68 65 01 68 6F 6E 6F 72 C8 6F 66 01 70 65 72 66 6F 72 6D 69 6E 67 01 61 01 73 69 6D 70 6C 65 01 74 61 73 6B 2E C5 CC 41 6C 6C 01 79 6F 75 01 68 61 76 65 01 74 6F 01 64 6F 01 69 73 C8 6F 70 65 6E 01 74 68 69 73 01 63 6F 66 66 69 6E 2E 01 47 6F 01 6F 6E 21 01 4F 70 65 6E 01 69 74 21 C0	1CC 01A 010 001 03B 015 016 001 091 0E3 035 1C5 1CC 014 0C3 025 001 031 011 035 010 038 1C8 01B 084 019 023 03C 001 010 01F 013 022 033 03A 012 1C5 1CC 024 010 025 001 015 03D 01F 03D 024 019 023 084 01F 1C8 019 028 001 02A 021 084 016 03C 001 010 018 038 084 01F 018 084 01F 035 1C8 01A 010 001 010 018 03A 07A 001 010 018 038 028 084 01F 07A 1C0
04	33	0x0433	"<SPEAKER>「えーい この よわむしがっ!
ていこうすると いたいめに あうぞ"	"<SPEAKER>You coward! Resist
and you will only get hurt!"			SPEAKER NEWLINE END	E9:77E4	CC 59 6F 75 01 63 6F 77 61 72 64 21 01 52 65 73 69 73 74 C8 61 6E 64 01 79 6F 75 01 77 69 6C 6C 01 6F 6E 6C 79 01 67 65 74 01 68 75 72 74 21 C0	1CC 013 078 011 001 019 028 001 035 03B 030 01B 084 015 03E 07A 1C8 022 011 019 012 01C 038 023 001 011 01F 011 031 025 001 010 012 084 01E 1C0
04	34	0x0434	"<SPEAKER>「うっ しまった! ちょっと
おどかす つもりだったのに
おれは 力が 強すぎるのだ!<WAIT><SPEAKER>「うーむ・・まいったな・・・
あけて 中から ぶっそうなものが
出たら オレは たまらんからな・・・"	"<SPEAKER>Oops! I only meant
to scare you a little.
I am just too strong!<WAIT><SPEAKER>Hmm... this is a problem.
If something dangerous comes out,
I do not want to be near it..."			SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	E9:7814	CC 4F 6F 70 73 21 01 49 01 6F 6E 6C 79 01 6D 65 61 6E 74 C8 74 6F 01 73 63 61 72 65 01 79 6F 75 01 61 01 6C 69 74 74 6C 65 2E C8 49 01 61 6D 01 6A 75 73 74 01 74 6F 6F 01 73 74 72 6F 6E 67 21 C5 CC 48 6D 6D 2E 2E 2E 01 74 68 69 73 01 69 73 01 61 01 70 72 6F 62 6C 65 6D 2E C8 49 66 01 73 6F 6D 65 74 68 69 6E 67 01 64 61 6E 67 65 72 6F 75 73 01 63 6F 6D 65 73 01 6F 75 74 2C C8 49 01 64 6F 01 6E 6F 74 01 77 61 6E 74 01 74 6F 01 62 65 01 6E 65 61 72 01 69 74 2E 2E 2E C0	1CC 012 03E 001 01B 02E 03E 01F 07A 001 020 041 03E 023 1C8 014 084 023 015 01C 001 021 032 037 084 01F 03E 01F 028 025 1C8 014 039 029 001 107 084 015 001 138 01C 084 016 038 028 084 01F 07A 1C5 1CC 012 078 030 081 081 02E 011 03E 01F 024 081 081 081 1C8 010 018 022 001 0A1 015 036 001 084 02B 03E 01E 012 024 032 028 084 015 1C8 106 01F 036 001 046 06B 029 001 01F 02E 036 03D 015 036 024 081 081 081 1C0
04	35	0x0435	<SPEAKER>「おれが あけてやろう!	<SPEAKER>I will open it!			SPEAKER END	E9:78B1	CC 49 01 77 69 6C 6C 01 6F 70 65 6E 01 69 74 21 C0	1CC 014 039 084 015 001 010 018 022 033 03A 012 07A 1C0
04	36	0x0436	"<SPEAKER>「ん? モグきちが?
ゲルルルル?
びっくりばこだったら どうするのだ?"	"<SPEAKER>Huh? Mogukichi will?
Grrr... What if it is a mimic?"			SPEAKER NEWLINE END	E9:78C2	CC 48 75 68 3F 01 4D 6F 67 75 6B 69 63 68 69 01 77 69 6C 6C 3F C8 47 72 72 72 2E 2E 2E 01 57 68 61 74 01 69 66 01 69 74 01 69 73 01 61 01 6D 69 6D 69 63 3F C0	1CC 03D 079 001 064 084 049 016 020 084 015 079 1C8 084 04A 06A 06A 06A 06A 079 1C8 084 02A 03E 017 037 084 029 019 084 01F 03E 01F 036 001 084 023 012 01C 038 028 084 01F 079 1C0
04	37	0x0437	"<SPEAKER>「ここからでも へへへ
あけられるのさ! このオレはなっ!"	"<SPEAKER>Heh heh! I can open it
from way over here! Watch me!"			SPEAKER NEWLINE END	E9:78F7	CC 48 65 68 01 68 65 68 21 01 49 01 63 61 6E 01 6F 70 65 6E 01 69 74 C8 66 72 6F 6D 01 77 61 79 01 6F 76 65 72 01 68 65 72 65 21 01 57 61 74 63 68 01 6D 65 21 C0	1CC 019 019 015 036 084 022 032 001 02C 02C 02C 1C8 010 018 036 039 038 028 01A 07A 001 019 028 046 06B 029 024 03E 07A 1C0
04	38	0x0438	<SPEAKER>「おお! モグきち! すごいぞ!	<SPEAKER>Whoa! Mogukichi! Amazing!			SPEAKER END	E9:792D	CC 57 68 6F 61 21 01 4D 6F 67 75 6B 69 63 68 69 21 01 41 6D 61 7A 69 6E 67 21 C0	1CC 014 014 07A 001 064 084 049 016 020 07A 001 01C 084 019 011 084 01E 07A 1C0
04	39	0x0439	"<SPEAKER>「だてに 研究は
してねえぜ! フッフッ"	"<SPEAKER>All that research was
not for nothing! Heh heh!"			SPEAKER NEWLINE END	E9:7948	CC 41 6C 6C 01 74 68 61 74 01 72 65 73 65 61 72 63 68 01 77 61 73 C8 6E 6F 74 01 66 6F 72 01 6E 6F 74 68 69 6E 67 21 01 48 65 68 01 68 65 68 21 C0	1CC 084 01F 022 025 001 0E5 0E7 029 1C8 01B 022 027 013 084 01D 07A 001 05D 070 05D 070 1C0
04	3A	0x043A	"<SPEAKER>「どうやら ひつぎには
わなは しかけられて ないようだな
ゲルル"	"<SPEAKER>Looks like there are
no traps on the coffin. Grrr..."			SPEAKER NEWLINE END	E9:7979	CC 4C 6F 6F 6B 73 01 6C 69 6B 65 01 74 68 65 72 65 01 61 72 65 C8 6E 6F 01 74 72 61 70 73 01 6F 6E 01 74 68 65 01 63 6F 66 66 69 6E 2E 01 47 72 72 72 2E 2E 2E C0	1CC 084 023 012 033 036 001 02A 021 084 016 025 029 1C8 03B 024 029 001 01B 015 018 036 039 022 001 024 011 035 012 084 01F 024 1C8 084 04A 06A 06A 1C0
04	3B	0x043B	"<SPEAKER>「ゲルルル うおおー!
なんてことだ! いつのまに・・・・
ゲルルル うかつだった!"	"<SPEAKER>Grrr... Whoa! What
the hell?! When did... Grrr...
I let my guard down!"			SPEAKER NEWLINE NEWLINE END	E9:79AF	CC 47 72 72 72 2E 2E 2E 01 57 68 6F 61 21 01 57 68 61 74 C8 74 68 65 01 68 65 6C 6C 3F 21 01 57 68 65 6E 01 64 69 64 2E 2E 2E 01 47 72 72 72 2E 2E 2E C8 49 01 6C 65 74 01 6D 79 01 67 75 61 72 64 01 64 6F 77 6E 21 C0	1CC 084 04A 06A 06A 06A 001 012 014 014 078 07A 1C8 024 03D 022 019 023 084 01F 07A 001 011 021 028 02E 025 081 081 081 081 1C8 084 04A 06A 06A 06A 001 012 015 021 084 01F 03E 01F 07A 1C0
04	3C	0x043C	"<SPEAKER>「モグきち ここは
たのんだぞ! おれは また
探さねば ならん物が できた"	"<SPEAKER>Mogukichi, I leave this
to you! I have something
else I must go find now."			SPEAKER NEWLINE NEWLINE END	E9:79F7	CC 4D 6F 67 75 6B 69 63 68 69 2C 01 49 01 6C 65 61 76 65 01 74 68 69 73 C8 74 6F 01 79 6F 75 21 01 49 01 68 61 76 65 01 73 6F 6D 65 74 68 69 6E 67 C8 65 6C 73 65 01 49 01 6D 75 73 74 01 67 6F 01 66 69 6E 64 01 6E 6F 77 2E C0	1CC 064 084 049 016 020 001 019 019 029 1C8 01F 028 03D 084 01F 084 01E 07A 001 014 039 029 001 02E 01F 1C8 184 01A 027 084 029 001 024 036 03D 08B 084 015 001 084 022 016 01F 1C0
04	3D	0x043D	<SPEAKER>「オーケー わかった	<SPEAKER>Okay. Got it.			SPEAKER END	E9:7A42	CC 4F 6B 61 79 2E 01 47 6F 74 01 69 74 2E C0	1CC 046 078 04A 078 001 03B 015 03E 01F 1C0
04	3E	0x043E	"<CLEAR>
ヨシオの字で ふりがなが ふってある<WAIT>
<CLEAR>
「・・・よって 装置を
封印することに きめた・・・
ふたたび 行かさんと するとき"	"<CLEAR>Yoshio added pronunciation
guides in his own handwriting.<WAIT><CLEAR>""...Thus, I have decided to
seal the device away... If one
should seek to awaken it again,"			CLEAR NEWLINE WAIT CLEAR NEWLINE NEWLINE END	E9:7A51	D0 59 6F 73 68 69 6F 01 61 64 64 65 64 01 70 72 6F 6E 75 6E 63 69 61 74 69 6F 6E C8 67 75 69 64 65 73 01 69 6E 01 68 69 73 01 6F 77 6E 01 68 61 6E 64 77 72 69 74 69 6E 67 2E C5 D0 22 2E 2E 2E 54 68 75 73 2C 01 49 01 68 61 76 65 01 64 65 63 69 64 65 64 01 74 6F C8 73 65 61 6C 01 74 68 65 01 64 65 76 69 63 65 01 61 77 61 79 2E 2E 2E 01 49 66 01 6F 6E 65 C8 73 68 6F 75 6C 64 01 73 65 65 6B 01 74 6F 01 61 77 61 6B 65 6E 01 69 74 01 61 67 61 69 6E 2C C0	1D0 067 04D 046 028 153 084 022 001 02B 037 084 015 024 084 015 001 02B 03E 022 010 038 1C5 1D0 07D 081 081 081 035 03E 022 001 0C2 19F 03C 1C8 134 133 01C 038 019 023 025 001 016 031 01F 081 081 081 1C8 02B 01F 01F 084 02A 001 0B1 015 01A 03D 023 001 01C 038 023 016 1C0
04	3F	0x043F	"<CLEAR>
「ちゅうじつなる わが しもべ
ガヌビスに 白き ボールを ささげ
わが名を しめすべし・・・さすれば<WAIT>
<CLEAR>
「装置は ふたたび 命を
えるであろう・・・・・・・ただし
黒き ボールを ささげたときは<WAIT>
<CLEAR>
「装置は 二度と 目を
さますことは ないだろう・・・"	"<CLEAR>""offer a white ball to
Ganubis, my faithful servant,
and reveal my name. Then...<WAIT><CLEAR>""the device shall live
once more... However, if
a black ball is offered,<WAIT><CLEAR>""the device shall
never awaken again..."""			CLEAR NEWLINE NEWLINE WAIT CLEAR NEWLINE NEWLINE WAIT CLEAR NEWLINE END	E9:7AE8	D0 22 6F 66 66 65 72 01 61 01 77 68 69 74 65 01 62 61 6C 6C 01 74 6F C8 47 61 6E 75 62 69 73 2C 01 6D 79 01 66 61 69 74 68 66 75 6C 01 73 65 72 76 61 6E 74 2C C8 61 6E 64 01 72 65 76 65 61 6C 01 6D 79 01 6E 61 6D 65 2E 01 54 68 65 6E 2E 2E 2E C5 D0 22 74 68 65 01 64 65 76 69 63 65 01 73 68 61 6C 6C 01 6C 69 76 65 C8 6F 6E 63 65 01 6D 6F 72 65 2E 2E 2E 01 48 6F 77 65 76 65 72 2C 01 69 66 C8 61 01 62 6C 61 63 6B 01 62 61 6C 6C 01 69 73 01 6F 66 66 65 72 65 64 2C C5 D0 22 74 68 65 01 64 65 76 69 63 65 01 73 68 61 6C 6C C8 6E 65 76 65 72 01 61 77 61 6B 65 6E 01 61 67 61 69 6E 2E 2E 2E 22 C0	1D0 07D 020 040 012 084 01B 021 024 038 001 03B 084 015 001 01B 032 084 02C 1C8 084 047 058 084 05C 04E 025 001 141 016 001 084 05F 078 06A 03C 001 01A 01A 084 018 1C8 03B 084 015 0CD 03C 001 01B 031 01C 084 02C 01B 081 081 081 01A 01C 039 084 029 1C5 1D0 07D 0C2 19F 029 001 02B 01F 01F 084 02A 001 0EE 03C 1C8 013 038 084 022 010 03A 012 081 081 081 081 081 081 081 01F 084 01F 01B 1C8 180 016 001 084 05F 078 06A 03C 001 01A 01A 084 018 01F 023 016 029 1C5 1D0 07D 0C2 19F 029 001 189 13E 023 001 0B6 03C 1C8 01A 02E 01C 019 023 029 001 024 011 084 01F 03A 012 081 081 081 1C0
04	40	0x0440	"<CLEAR>
地なりと しんどうが しずまった
落岩炉が なおったようだ"	"<CLEAR>The rumbling and shaking
have stopped. The lava
furnace seems to be fixed."			CLEAR NEWLINE NEWLINE END	E9:7BAE	D0 54 68 65 01 72 75 6D 62 6C 69 6E 67 01 61 6E 64 01 73 68 61 6B 69 6E 67 C8 68 61 76 65 01 73 74 6F 70 70 65 64 2E 01 54 68 65 01 6C 61 76 61 C8 66 75 72 6E 61 63 65 01 73 65 65 6D 73 01 74 6F 01 62 65 01 66 69 78 65 64 2E C0	1D0 0D5 024 037 023 001 01B 03D 084 023 012 084 015 001 01B 084 01C 02E 03E 01F 1C8 119 158 11D 084 015 001 024 014 03E 01F 035 012 084 01F 1C0
04	41	0x0441	"<SPEAKER>「お お嬢さまー!
ご ごぶじでしたかっ!<WAIT><SPEAKER>「この ヨシオが どんなに
しんぱいしたか! まったく もう!<WAIT><SPEAKER>「しかも 火をけそうと
さわいでいたら 魔術を あらかた
どわすれして しまいましたわい!<WAIT><SPEAKER>「おかげで お嬢さまを
おいかけて この島に 来たとたん
この ありさまですじゃ・・・<WAIT><SPEAKER>「とにかく お嬢さまっ!
コックスを さがしましょう!<WAIT><SPEAKER>「たった今 この鉱山の
どこかへ つれていかれたのです
さあ 急ぎましょうぞ!"	"<SPEAKER>M-my lady! You are safe!<WAIT><SPEAKER>Do you know
how worried I was
about you?! Honestly!<WAIT><SPEAKER>And while I was panicking
about putting out the fire, I
forgot nearly all my magic!<WAIT><SPEAKER>I chased you all
the way to this island, and
look what became of me...<WAIT><SPEAKER>Never mind that, my
lady! We must find Cox!<WAIT><SPEAKER>He was taken somewhere
inside this mine just moments
ago. Come! We must hurry!"			SPEAKER WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE END	E9:7BFA	CC 4D 2D 6D 79 01 6C 61 64 79 21 01 59 6F 75 01 61 72 65 01 73 61 66 65 21 C5 CC 44 6F 01 79 6F 75 01 6B 6E 6F 77 C8 68 6F 77 01 77 6F 72 72 69 65 64 01 49 01 77 61 73 C8 61 62 6F 75 74 01 79 6F 75 3F 21 01 48 6F 6E 65 73 74 6C 79 21 C5 CC 41 6E 64 01 77 68 69 6C 65 01 49 01 77 61 73 01 70 61 6E 69 63 6B 69 6E 67 C8 61 62 6F 75 74 01 70 75 74 74 69 6E 67 01 6F 75 74 01 74 68 65 01 66 69 72 65 2C 01 49 C8 66 6F 72 67 6F 74 01 6E 65 61 72 6C 79 01 61 6C 6C 01 6D 79 01 6D 61 67 69 63 21 C5 CC 49 01 63 68 61 73 65 64 01 79 6F 75 01 61 6C 6C C8 74 68 65 01 77 61 79 01 74 6F 01 74 68 69 73 01 69 73 6C 61 6E 64 2C 01 61 6E 64 C8 6C 6F 6F 6B 01 77 68 61 74 01 62 65 63 61 6D 65 01 6F 66 01 6D 65 2E 2E 2E C5 CC 4E 65 76 65 72 01 6D 69 6E 64 01 74 68 61 74 2C 01 6D 79 C8 6C 61 64 79 21 01 57 65 01 6D 75 73 74 01 66 69 6E 64 01 43 6F 78 21 C5 CC 48 65 01 77 61 73 01 74 61 6B 65 6E 01 73 6F 6D 65 77 68 65 72 65 C8 69 6E 73 69 64 65 01 74 68 69 73 01 6D 69 6E 65 01 6A 75 73 74 01 6D 6F 6D 65 6E 74 73 C8 61 67 6F 2E 01 43 6F 6D 65 21 01 57 65 01 6D 75 73 74 01 68 75 72 72 79 21 C0	1CC 014 001 014 0D8 01A 02E 078 07A 1C8 084 019 001 084 019 084 02B 084 01B 084 022 01B 01F 015 03E 07A 1C5 1CC 019 028 001 067 04D 046 084 015 001 084 023 03D 024 025 1C8 01B 03D 083 029 011 01B 01F 015 07A 001 02E 03E 01F 017 001 032 012 07A 1C5 1CC 01B 015 032 001 110 03C 018 01E 012 023 1C8 01A 03B 011 084 022 011 01F 036 001 09A 16A 03C 001 010 036 015 01F 1C8 084 023 03B 01C 039 01B 022 001 01B 02E 011 02E 01B 01F 03B 011 07A 1C5 1CC 014 015 084 018 084 022 001 014 0D8 01A 02E 03C 1C8 014 011 015 018 022 001 019 028 08A 025 001 097 01F 023 01F 03D 1C8 019 028 001 010 037 01A 02E 084 022 01C 084 01B 03F 081 081 081 1C5 1CC 023 025 015 017 001 014 0D8 01A 02E 03E 07A 1C8 04B 070 049 04E 03C 001 01A 084 015 01B 02E 01B 041 012 07A 1C5 1CC 01F 03E 01F 150 001 019 028 10B 10C 028 1C8 084 023 019 015 02C 001 021 039 022 011 015 039 01F 028 084 022 01C 1C8 01A 010 001 1B5 084 016 02E 01B 041 012 084 01E 07A 1C0
04	42	0x0442	"<CLEAR>
ヨシオが パーティーに くわわった"	<CLEAR>Yoshio joined the party.<LINE><LINE>			CLEAR LINE LINE END	E9:7D63	D0 59 6F 73 68 69 6F 01 6A 6F 69 6E 65 64 01 74 68 65 01 70 61 72 74 79 2E C3 C3 C0	1D0 067 04D 046 084 015 001 083 05B 078 054 075 078 025 001 017 03B 03B 03E 01F 1C3 1C3 1C0
04	43	0x0443	"<CLEAR>
かべに ひびが はいっている
ヨシオも がんばっていたようだ<WAIT>
<CLEAR>
はげしい しょうげきを あたえれば
かべを やぶれるかもしれない・・・"	"<CLEAR>There is a crack in
the wall. Yoshio must
have struggled hard here.<WAIT><CLEAR>A powerful impact might
break through the wall...<LINE>"			CLEAR NEWLINE NEWLINE WAIT CLEAR NEWLINE LINE END	E9:7D7F	D0 54 68 65 72 65 01 69 73 01 61 01 63 72 61 63 6B 01 69 6E C8 74 68 65 01 77 61 6C 6C 2E 01 59 6F 73 68 69 6F 01 6D 75 73 74 C8 68 61 76 65 01 73 74 72 75 67 67 6C 65 64 01 68 61 72 64 01 68 65 72 65 2E C5 D0 41 01 70 6F 77 65 72 66 75 6C 01 69 6D 70 61 63 74 01 6D 69 67 68 74 C8 62 72 65 61 6B 01 74 68 72 6F 75 67 68 01 74 68 65 01 77 61 6C 6C 2E 2E 2E C3 C0	1D0 015 084 02C 025 001 02A 084 02A 084 015 001 029 011 03E 022 011 038 1C8 067 04D 046 032 001 084 015 03D 084 029 03E 022 011 01F 035 012 084 01F 1C5 1D0 029 084 018 01B 011 001 01B 041 012 084 018 016 03C 001 010 01F 013 039 084 029 1C8 015 084 02C 03C 001 033 084 02B 039 038 015 032 01B 039 024 011 081 081 081 1C3 1C0
04	44	0x0444	<SPEAKER>「うう う うう・・・・・<WAIT><SPEAKER>「こ ここは? いったい・・・・	<SPEAKER>Ugh... uhh...<WAIT><SPEAKER>W-where am I...?			SPEAKER WAIT SPEAKER END	E9:7DF8	CC 55 67 68 2E 2E 2E 01 75 68 68 2E 2E 2E C5 CC 57 2D 77 68 65 72 65 01 61 6D 01 49 2E 2E 2E 3F C0	1CC 012 012 001 012 001 012 012 081 081 081 081 081 1C5 1CC 019 001 019 019 029 079 001 011 03E 01F 011 081 081 081 081 1C0
04	45	0x0445	"<SPEAKER>「あ あなたたちが わたしを
たすけてくれたんですね・・・<WAIT><SPEAKER>「かたじけない・・いやいや
なんと おれいを いったら
よいか わかりません・・・・<WAIT><SPEAKER>「わたしの名は サジク
この島で 古代の伝説の
研究をしていた 考古学昔です<WAIT><SPEAKER>「え? 知っていなさる?
そりゃまた どうして?<WAIT><SPEAKER>「・・・・・・そうですか
・・・ぎせい昔が そんなに?<WAIT><SPEAKER>「すべて わたしの せいです!
わたしが あんな物を う う
ほりださなければ よかったのです"	"<SPEAKER>Y-you saved
me, did you not...?<WAIT><SPEAKER>I am deeply grateful... I
hardly know how to thank you.<WAIT><SPEAKER>My name is Sajik. I am
an archaeologist who studied the
ancient legends of this island.<WAIT><SPEAKER>What? You already know
of me? How could that be?<WAIT><SPEAKER>...I see. So many victims...?<WAIT><SPEAKER>This is all my fault!
I never should have dug that
thing out of the ground!"			SPEAKER NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER NEWLINE NEWLINE WAIT SPEAKER NEWLINE WAIT SPEAKER WAIT SPEAKER NEWLINE NEWLINE END	E9:7E19	CC 59 2D 79 6F 75 01 73 61 76 65 64 C8 6D 65 2C 01 64 69 64 01 79 6F 75 01 6E 6F 74 2E 2E 2E 3F C5 CC 49 01 61 6D 01 64 65 65 70 6C 79 01 67 72 61 74 65 66 75 6C 2E 2E 2E 01 49 C8 68 61 72 64 6C 79 01 6B 6E 6F 77 01 68 6F 77 01 74 6F 01 74 68 61 6E 6B 01 79 6F 75 2E C5 CC 4D 79 01 6E 61 6D 65 01 69 73 01 53 61 6A 69 6B 2E 01 49 01 61 6D C8 61 6E 01 61 72 63 68 61 65 6F 6C 6F 67 69 73 74 01 77 68 6F 01 73 74 75 64 69 65 64 01 74 68 65 C8 61 6E 63 69 65 6E 74 01 6C 65 67 65 6E 64 73 01 6F 66 01 74 68 69 73 01 69 73 6C 61 6E 64 2E C5 CC 57 68 61 74 3F 01 59 6F 75 01 61 6C 72 65 61 64 79 01 6B 6E 6F 77 C8 6F 66 01 6D 65 3F 01 48 6F 77 01 63 6F 75 6C 64 01 74 68 61 74 01 62 65 3F C5 CC 2E 2E 2E 49 01 73 65 65 2E 01 53 6F 01 6D 61 6E 79 01 76 69 63 74 69 6D 73 2E 2E 2E 3F C5 CC 54 68 69 73 01 69 73 01 61 6C 6C 01 6D 79 01 66 61 75 6C 74 21 C8 49 01 6E 65 76 65 72 01 73 68 6F 75 6C 64 01 68 61 76 65 01 64 75 67 01 74 68 61 74 C8 74 68 69 6E 67 01 6F 75 74 01 6F 66 01 74 68 65 01 67 72 6F 75 6E 64 21 C0	1CC 010 001 010 024 01F 01F 020 084 015 001 03B 01F 01B 03C 1C8 01F 01C 018 022 017 039 01F 03D 084 022 01C 027 081 081 081 1C5 1CC 015 01F 084 01B 018 024 011 081 081 011 033 011 033 1C8 024 03D 023 001 014 039 011 03C 001 011 03E 01F 036 1C8 035 011 015 001 03B 015 037 02E 01D 03D 081 081 081 081 1C5 1CC 03B 01F 01B 028 0CD 029 001 04C 084 04D 049 1C8 019 028 08A 084 022 001 096 09F 028 092 08F 028 1C8 0E5 0E7 03C 01B 022 011 01F 001 0DB 096 0B7 0A7 084 022 01C 1C5 1CC 013 079 001 15C 03E 022 011 024 01A 038 079 1C8 01E 037 03F 02E 01F 001 084 023 012 01B 022 079 1C5 1CC 081 081 081 081 081 081 01E 012 084 022 01C 015 1C8 081 081 081 084 016 01D 011 0A7 084 015 001 01E 03D 024 025 079 1C5 1CC 01C 084 02C 022 001 03B 01F 01B 028 001 01D 011 084 022 01C 07A 1C8 03B 01F 01B 084 015 001 010 03D 024 08B 03C 001 012 001 012 1C8 02D 037 084 01F 01A 024 018 039 084 029 001 035 015 03E 01F 028 084 022 01C 1C0
